dataset,subset,item_id,condition,stim_uid,sentence_orig,sentence_norm,model_input,context,sentence_id,plausibility,is_grammatical,contrast,intended_uids,n_intended,critical_word_idx,comprehension_q,correct_answer,meta
clark2026,,8,Typo1.1,clark2026//8/Typo1.1,The tjres were quickly and efficiently pumped up by the mechanic.,the tjres were quickly and efficiently pumped up by the mechanic .,The tjres were quickly and efficiently pumped up by the mechanic.,,88,implausible,,typo,clark2026//8/1.1,1,1,,,"{""critical_cond"": ""Typo1"", ""critical_word"": ""tjres"", ""id"": ""89"", ""intervening"": ""were quickly and efficiently"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""pumped up by the mechanic"", ""source_critical"": {""Control"": ""dishes"", ""Critical1"": ""tires"", ""Critical2"": ""fires"", ""Typo1"": ""tjres"", ""Typo2"": ""fjres""}}"
clark2026,,8,Typo2.2,clark2026//8/Typo2.2,The fjres were quickly and efficiently extinguished by the firefighters.,the fjres were quickly and efficiently extinguished by the firefighters .,The fjres were quickly and efficiently extinguished by the firefighters.,,89,implausible,,typo,clark2026//8/2.2,1,1,,,"{""critical_cond"": ""Typo2"", ""critical_word"": ""fjres"", ""id"": ""90"", ""intervening"": ""were quickly and efficiently"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""extinguished by the firefighters"", ""source_critical"": {""Control"": ""dishes"", ""Critical1"": ""tires"", ""Critical2"": ""fires"", ""Typo1"": ""tjres"", ""Typo2"": ""fjres""}}"
clark2026,,9,1.1,clark2026//9/1.1,The bears were last seen roaming in the forest.,the bears were last seen roaming in the forest .,The bears were last seen roaming in the forest.,,90,plausible,,word_form,clark2026//9/1.1,1,1,,,"{""critical_cond"": ""1"", ""critical_word"": ""bears"", ""id"": ""91"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""roaming in the forest"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,1.2,clark2026//9/1.2,The bears were last seen chilling in the freezer.,the bears were last seen chilling in the freezer .,The bears were last seen chilling in the freezer.,,91,implausible,,word_form,clark2026//9/2.2,1,1,,,"{""critical_cond"": ""1"", ""critical_word"": ""bears"", ""id"": ""92"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""chilling in the freezer"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,1.Control,clark2026//9/1.Control,The bears were last seen planning with her friends.,the bears were last seen planning with her friends .,The bears were last seen planning with her friends.,,92,implausible,,,,0,1,,,"{""critical_cond"": ""1"", ""critical_word"": ""bears"", ""id"": ""93"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""planning with her friends"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,2.1,clark2026//9/2.1,The beers were last seen roaming in the forest.,the beers were last seen roaming in the forest .,The beers were last seen roaming in the forest.,,93,implausible,,word_form,clark2026//9/1.1,1,1,,,"{""critical_cond"": ""2"", ""critical_word"": ""beers"", ""id"": ""94"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""roaming in the forest"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,2.2,clark2026//9/2.2,The beers were last seen chilling in the freezer.,the beers were last seen chilling in the freezer .,The beers were last seen chilling in the freezer.,,94,plausible,,word_form,clark2026//9/2.2,1,1,,,"{""critical_cond"": ""2"", ""critical_word"": ""beers"", ""id"": ""95"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""chilling in the freezer"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,2.Control,clark2026//9/2.Control,The beers were last seen planning with her friends.,the beers were last seen planning with her friends .,The beers were last seen planning with her friends.,,95,implausible,,,,0,1,,,"{""critical_cond"": ""2"", ""critical_word"": ""beers"", ""id"": ""96"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""planning with her friends"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,Control.1,clark2026//9/Control.1,The papers were last seen roaming in the forest.,the papers were last seen roaming in the forest .,The papers were last seen roaming in the forest.,,96,implausible,,,,0,1,,,"{""critical_cond"": ""Control"", ""critical_word"": ""papers"", ""id"": ""97"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""roaming in the forest"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,Control.2,clark2026//9/Control.2,The papers were last seen chilling in the freezer.,the papers were last seen chilling in the freezer .,The papers were last seen chilling in the freezer.,,97,implausible,,,,0,1,,,"{""critical_cond"": ""Control"", ""critical_word"": ""papers"", ""id"": ""98"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""chilling in the freezer"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,Typo1.1,clark2026//9/Typo1.1,The bearrs were last seen roaming in the forest.,the bearrs were last seen roaming in the forest .,The bearrs were last seen roaming in the forest.,,98,implausible,,typo,clark2026//9/1.1,1,1,,,"{""critical_cond"": ""Typo1"", ""critical_word"": ""bearrs"", ""id"": ""99"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""roaming in the forest"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,9,Typo2.2,clark2026//9/Typo2.2,The beerrs were last seen chilling in the freezer.,the beerrs were last seen chilling in the freezer .,The beerrs were last seen chilling in the freezer.,,99,implausible,,typo,clark2026//9/2.2,1,1,,,"{""critical_cond"": ""Typo2"", ""critical_word"": ""beerrs"", ""id"": ""100"", ""intervening"": ""were last seen"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""chilling in the freezer"", ""source_critical"": {""Control"": ""papers"", ""Critical1"": ""bears"", ""Critical2"": ""beers"", ""Typo1"": ""bearrs"", ""Typo2"": ""beerrs""}}"
clark2026,,10,1.1,clark2026//10/1.1,The driver bumped the bright red traffic cone with his car.,the driver bumped the bright red traffic cone with his car .,The driver bumped the bright red traffic cone with his car.,,100,plausible,,word_form,clark2026//10/1.1,1,2,,,"{""critical_cond"": ""1"", ""critical_word"": ""bumped"", ""id"": ""101"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""traffic cone with his car"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,1.2,clark2026//10/1.2,The driver bumped the bright red tank full of gas.,the driver bumped the bright red tank full of gas .,The driver bumped the bright red tank full of gas.,,101,implausible,,word_form,clark2026//10/2.2,1,2,,,"{""critical_cond"": ""1"", ""critical_word"": ""bumped"", ""id"": ""102"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""tank full of gas"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,1.Control,clark2026//10/1.Control,The driver bumped the bright red inequality between the groups.,the driver bumped the bright red inequality between the groups .,The driver bumped the bright red inequality between the groups.,,102,implausible,,,,0,2,,,"{""critical_cond"": ""1"", ""critical_word"": ""bumped"", ""id"": ""103"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""inequality between the groups"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,2.1,clark2026//10/2.1,The driver pumped the bright red traffic cone with his car.,the driver pumped the bright red traffic cone with his car .,The driver pumped the bright red traffic cone with his car.,,103,implausible,,word_form,clark2026//10/1.1,1,2,,,"{""critical_cond"": ""2"", ""critical_word"": ""pumped"", ""id"": ""104"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""traffic cone with his car"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,2.2,clark2026//10/2.2,The driver pumped the bright red tank full of gas.,the driver pumped the bright red tank full of gas .,The driver pumped the bright red tank full of gas.,,104,plausible,,word_form,clark2026//10/2.2,1,2,,,"{""critical_cond"": ""2"", ""critical_word"": ""pumped"", ""id"": ""105"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""tank full of gas"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,2.Control,clark2026//10/2.Control,The driver pumped the bright red inequality between the groups.,the driver pumped the bright red inequality between the groups .,The driver pumped the bright red inequality between the groups.,,105,implausible,,,,0,2,,,"{""critical_cond"": ""2"", ""critical_word"": ""pumped"", ""id"": ""106"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""inequality between the groups"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,Control.1,clark2026//10/Control.1,The driver praised the bright red traffic cone with his car.,the driver praised the bright red traffic cone with his car .,The driver praised the bright red traffic cone with his car.,,106,implausible,,,,0,2,,,"{""critical_cond"": ""Control"", ""critical_word"": ""praised"", ""id"": ""107"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""traffic cone with his car"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,Control.2,clark2026//10/Control.2,The driver praised the bright red tank full of gas.,the driver praised the bright red tank full of gas .,The driver praised the bright red tank full of gas.,,107,implausible,,,,0,2,,,"{""critical_cond"": ""Control"", ""critical_word"": ""praised"", ""id"": ""108"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""tank full of gas"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,Typo1.1,clark2026//10/Typo1.1,The driver brmped the bright red traffic cone with his car.,the driver brmped the bright red traffic cone with his car .,The driver brmped the bright red traffic cone with his car.,,108,implausible,,typo,clark2026//10/1.1,1,2,,,"{""critical_cond"": ""Typo1"", ""critical_word"": ""brmped"", ""id"": ""109"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""traffic cone with his car"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,10,Typo2.2,clark2026//10/Typo2.2,The driver prmped the bright red tank full of gas.,the driver prmped the bright red tank full of gas .,The driver prmped the bright red tank full of gas.,,109,implausible,,typo,clark2026//10/2.2,1,2,,,"{""critical_cond"": ""Typo2"", ""critical_word"": ""prmped"", ""id"": ""110"", ""intervening"": ""the bright red"", ""intervening_cond"": ""long"", ""preamble"": ""The driver"", ""predicate"": ""tank full of gas"", ""source_critical"": {""Control"": ""praised"", ""Critical1"": ""bumped"", ""Critical2"": ""pumped"", ""Typo1"": ""brmped"", ""Typo2"": ""prmped""}}"
clark2026,,11,1.1,clark2026//11/1.1,Why did you shave your really nice beard for no reason?,why did you shave your really nice beard for no reason ?,Why did you shave your really nice beard for no reason?,,110,plausible,,word_form,clark2026//11/1.1,1,3,,,"{""critical_cond"": ""1"", ""critical_word"": ""shave"", ""id"": ""111"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""beard for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,1.2,clark2026//11/1.2,Why did you shave your really nice teammate for no reason?,why did you shave your really nice teammate for no reason ?,Why did you shave your really nice teammate for no reason?,,111,implausible,,word_form,clark2026//11/2.2,1,3,,,"{""critical_cond"": ""1"", ""critical_word"": ""shave"", ""id"": ""112"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""teammate for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,1.Control,clark2026//11/1.Control,Why did you shave your really nice attitude towards them?,why did you shave your really nice attitude towards them ?,Why did you shave your really nice attitude towards them?,,112,implausible,,,,0,3,,,"{""critical_cond"": ""1"", ""critical_word"": ""shave"", ""id"": ""113"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""attitude towards them"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,2.1,clark2026//11/2.1,Why did you shove your really nice beard for no reason?,why did you shove your really nice beard for no reason ?,Why did you shove your really nice beard for no reason?,,113,implausible,,word_form,clark2026//11/1.1,1,3,,,"{""critical_cond"": ""2"", ""critical_word"": ""shove"", ""id"": ""114"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""beard for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,2.2,clark2026//11/2.2,Why did you shove your really nice teammate for no reason?,why did you shove your really nice teammate for no reason ?,Why did you shove your really nice teammate for no reason?,,114,plausible,,word_form,clark2026//11/2.2,1,3,,,"{""critical_cond"": ""2"", ""critical_word"": ""shove"", ""id"": ""115"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""teammate for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,2.Control,clark2026//11/2.Control,Why did you shove your really nice attitude towards them?,why did you shove your really nice attitude towards them ?,Why did you shove your really nice attitude towards them?,,115,implausible,,,,0,3,,,"{""critical_cond"": ""2"", ""critical_word"": ""shove"", ""id"": ""116"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""attitude towards them"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,Control.1,clark2026//11/Control.1,Why did you drink your really nice beard for no reason?,why did you drink your really nice beard for no reason ?,Why did you drink your really nice beard for no reason?,,116,implausible,,,,0,3,,,"{""critical_cond"": ""Control"", ""critical_word"": ""drink"", ""id"": ""117"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""beard for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,Control.2,clark2026//11/Control.2,Why did you drink your really nice teammate for no reason?,why did you drink your really nice teammate for no reason ?,Why did you drink your really nice teammate for no reason?,,117,implausible,,,,0,3,,,"{""critical_cond"": ""Control"", ""critical_word"": ""drink"", ""id"": ""118"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""teammate for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,Typo1.1,clark2026//11/Typo1.1,Why did you shavve your really nice beard for no reason?,why did you shavve your really nice beard for no reason ?,Why did you shavve your really nice beard for no reason?,,118,implausible,,typo,clark2026//11/1.1,1,3,,,"{""critical_cond"": ""Typo1"", ""critical_word"": ""shavve"", ""id"": ""119"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""beard for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,11,Typo2.2,clark2026//11/Typo2.2,Why did you shovve your really nice teammate for no reason?,why did you shovve your really nice teammate for no reason ?,Why did you shovve your really nice teammate for no reason?,,119,implausible,,typo,clark2026//11/2.2,1,3,,,"{""critical_cond"": ""Typo2"", ""critical_word"": ""shovve"", ""id"": ""120"", ""intervening"": ""your really nice"", ""intervening_cond"": ""long"", ""preamble"": ""Why did you"", ""predicate"": ""teammate for no reason"", ""source_critical"": {""Control"": ""drink"", ""Critical1"": ""shave"", ""Critical2"": ""shove"", ""Typo1"": ""shavve"", ""Typo2"": ""shovve""}}"
clark2026,,12,1.1,clark2026//12/1.1,The checks were unexpectedly cashed on Monday.,the checks were unexpectedly cashed on monday .,The checks were unexpectedly cashed on Monday.,,120,plausible,,word_form,clark2026//12/1.1,1,1,,,"{""critical_cond"": ""1"", ""critical_word"": ""checks"", ""id"": ""121"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""cashed on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,1.2,clark2026//12/1.2,The checks were unexpectedly hatched on Monday.,the checks were unexpectedly hatched on monday .,The checks were unexpectedly hatched on Monday.,,121,implausible,,word_form,clark2026//12/2.2,1,1,,,"{""critical_cond"": ""1"", ""critical_word"": ""checks"", ""id"": ""122"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""hatched on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,1.Control,clark2026//12/1.Control,The checks were unexpectedly spoken at the university.,the checks were unexpectedly spoken at the university .,The checks were unexpectedly spoken at the university.,,122,implausible,,,,0,1,,,"{""critical_cond"": ""1"", ""critical_word"": ""checks"", ""id"": ""123"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""spoken at the university"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,2.1,clark2026//12/2.1,The chicks were unexpectedly cashed on Monday.,the chicks were unexpectedly cashed on monday .,The chicks were unexpectedly cashed on Monday.,,123,implausible,,word_form,clark2026//12/1.1,1,1,,,"{""critical_cond"": ""2"", ""critical_word"": ""chicks"", ""id"": ""124"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""cashed on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,2.2,clark2026//12/2.2,The chicks were unexpectedly hatched on Monday.,the chicks were unexpectedly hatched on monday .,The chicks were unexpectedly hatched on Monday.,,124,plausible,,word_form,clark2026//12/2.2,1,1,,,"{""critical_cond"": ""2"", ""critical_word"": ""chicks"", ""id"": ""125"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""hatched on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,2.Control,clark2026//12/2.Control,The chicks were unexpectedly spoken at the university.,the chicks were unexpectedly spoken at the university .,The chicks were unexpectedly spoken at the university.,,125,implausible,,,,0,1,,,"{""critical_cond"": ""2"", ""critical_word"": ""chicks"", ""id"": ""126"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""spoken at the university"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,Control.1,clark2026//12/Control.1,The carpets were unexpectedly cashed on Monday.,the carpets were unexpectedly cashed on monday .,The carpets were unexpectedly cashed on Monday.,,126,implausible,,,,0,1,,,"{""critical_cond"": ""Control"", ""critical_word"": ""carpets"", ""id"": ""127"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""cashed on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,Control.2,clark2026//12/Control.2,The carpets were unexpectedly hatched on Monday.,the carpets were unexpectedly hatched on monday .,The carpets were unexpectedly hatched on Monday.,,127,implausible,,,,0,1,,,"{""critical_cond"": ""Control"", ""critical_word"": ""carpets"", ""id"": ""128"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""hatched on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,Typo1.1,clark2026//12/Typo1.1,The chekcs were unexpectedly cashed on Monday.,the chekcs were unexpectedly cashed on monday .,The chekcs were unexpectedly cashed on Monday.,,128,implausible,,typo,clark2026//12/1.1,1,1,,,"{""critical_cond"": ""Typo1"", ""critical_word"": ""chekcs"", ""id"": ""129"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""cashed on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,12,Typo2.2,clark2026//12/Typo2.2,The chikcs were unexpectedly hatched on Monday.,the chikcs were unexpectedly hatched on monday .,The chikcs were unexpectedly hatched on Monday.,,129,implausible,,typo,clark2026//12/2.2,1,1,,,"{""critical_cond"": ""Typo2"", ""critical_word"": ""chikcs"", ""id"": ""130"", ""intervening"": ""were unexpectedly"", ""intervening_cond"": ""long"", ""preamble"": ""The"", ""predicate"": ""hatched on Monday"", ""source_critical"": {""Control"": ""carpets"", ""Critical1"": ""checks"", ""Critical2"": ""chicks"", ""Typo1"": ""chekcs"", ""Typo2"": ""chikcs""}}"
clark2026,,13,1.1,clark2026//13/1.1,I watched as a tune was quite masterfully played by the pianist.,i watched as a tune was quite masterfully played by the pianist .,I watched as a tune was quite masterfully played by the pianist.,,130,plausible,,word_form,clark2026//13/1.1,1,4,,,"{""critical_cond"": ""1"", ""critical_word"": ""tune"", ""id"": ""131"", ""intervening"": ""was quite masterfully"", ""intervening_cond"": ""long"", ""preamble"": ""I watched as a"", ""predicate"": ""played by the pianist"", ""source_critical"": {""Control"": ""food"", ""Critical1"": ""tune"", ""Critical2"": ""tube"", ""Typo1"": ""tiune"", ""Typo2"": ""tiube""}}"
clark2026,,13,1.2,clark2026//13/1.2,I watched as a tune was quite masterfully installed by the plumber.,i watched as a tune was quite masterfully installed by the plumber .,I watched as a tune was quite masterfully installed by the plumber.,,131,implausible,,word_form,clark2026//13/2.2,1,4,,,"{""critical_cond"": ""1"", ""critical_word"": ""tune"", ""id"": ""132"", ""intervening"": ""was quite masterfully"", ""intervening_cond"": ""long"", ""preamble"": ""I watched as a"", ""predicate"": ""installed by the plumber"", ""source_critical"": {""Control"": ""food"", ""Critical1"": ""tune"", ""Critical2"": ""tube"", ""Typo1"": ""tiune"", ""Typo2"": ""tiube""}}"
clark2026,,13,1.Control,clark2026//13/1.Control,I watched as a tune was quite masterfully humored by my mother.,i watched as a tune was quite masterfully humored by my mother .,I watched as a tune was quite masterfully humored by my mother.,,132,implausible,,,,0,4,,,"{""critical_cond"": ""1"", ""critical_word"": ""tune"", ""id"": ""133"", ""intervening"": ""was quite masterfully"", ""intervening_cond"": ""long"", ""preamble"": ""I watched as a"", ""predicate"": ""humored by my mother"", ""source_critical"": {""Control"": ""food"", ""Critical1"": ""tune"", ""Critical2"": ""tube"", ""Typo1"": ""tiune"", ""Typo2"": ""tiube""}}"
clark2026,,13,2.1,clark2026//13/2.1,I watched as a tube was quite masterfully played by the pianist.,i watched as a tube was quite masterfully played by the pianist .,I watched as a tube was quite masterfully played by the pianist.,,133,implausible,,word_form,clark2026//13/1.1,1,4,,,"{""critical_cond"": ""2"", ""critical_word"": ""tube"", ""id"": ""134"", ""intervening"": ""was quite masterfully"", ""intervening_cond"": ""long"", ""preamble"": ""I watched as a"", ""predicate"": ""played by the pianist"", ""source_critical"": {""Control"": ""food"", ""Critical1"": ""tune"", ""Critical2"": ""tube"", ""Typo1"": ""tiune"", ""Typo2"": ""tiube""}}"
clark2026,,13,2.2,clark2026//13/2.2,I watched as a tube was quite masterfully installed by the plumber.,i watched as a tube was quite masterfully installed by the plumber .,I watched as a tube was quite masterfully installed by the plumber.,,134,plausible,,word_form,clark2026//13/2.2,1,4,,,"{""critical_cond"": ""2"", ""critical_word"": ""tube"", ""id"": ""135"", ""intervening"": ""was quite masterfully"", ""intervening_cond"": ""long"", ""preamble"": ""I watched as a"", ""predicate"": ""installed by the plumber"", ""source_critical"": {""Control"": ""food"", ""Critical1"": ""tune"", ""Critical2"": ""tube"", ""Typo1"": ""tiune"", ""Typo2"": ""tiube""}}"
