dataset,stim_uid,intended_uid,intended_text,edit_type,edit_ops,edit_from,edit_to,edit_obs_idx,n_repairs_for_stim
gibson2013,gibson2013/transitive_intransitive/7/Preposition_plausible,gibson2013/transitive_intransitive/7/Preposition_plausible,The patient's condition deteriorated from the new medicine.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/7/Transitive_implausible,gibson2013/transitive_intransitive/7/Preposition_plausible,The patient's condition deteriorated from the new medicine.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/7/Transitive_plausible,gibson2013/transitive_intransitive/7/Transitive_plausible,The new medicine deteriorated the patient's condition.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/8/Preposition_implausible,gibson2013/transitive_intransitive/8/Transitive_plausible,The bad lighting deteriorated the woman's eyesight.,del,del,from,,4,1
gibson2013,gibson2013/transitive_intransitive/8/Preposition_plausible,gibson2013/transitive_intransitive/8/Preposition_plausible,The woman's eyesight deteriorated from the bad lighting.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/8/Transitive_implausible,gibson2013/transitive_intransitive/8/Preposition_plausible,The woman's eyesight deteriorated from the bad lighting.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/8/Transitive_plausible,gibson2013/transitive_intransitive/8/Transitive_plausible,The bad lighting deteriorated the woman's eyesight.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/9/Preposition_implausible,gibson2013/transitive_intransitive/9/Transitive_plausible,The long drought deteriorated the soil.,del,del,from,,4,1
gibson2013,gibson2013/transitive_intransitive/9/Preposition_plausible,gibson2013/transitive_intransitive/9/Preposition_plausible,The soil deteriorated from the long drought.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/9/Transitive_implausible,gibson2013/transitive_intransitive/9/Preposition_plausible,The soil deteriorated from the long drought.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/9/Transitive_plausible,gibson2013/transitive_intransitive/9/Transitive_plausible,The long drought deteriorated the soil.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/10/Preposition_implausible,gibson2013/transitive_intransitive/10/Transitive_plausible,The washing machine shrank the new sweatshirt.,del,del,inside,,4,1
gibson2013,gibson2013/transitive_intransitive/10/Preposition_plausible,gibson2013/transitive_intransitive/10/Preposition_plausible,The new sweatshirt shrank inside the washing machine.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/10/Transitive_implausible,gibson2013/transitive_intransitive/10/Preposition_plausible,The new sweatshirt shrank inside the washing machine.,ins,ins,,inside,,1
gibson2013,gibson2013/transitive_intransitive/10/Transitive_plausible,gibson2013/transitive_intransitive/10/Transitive_plausible,The washing machine shrank the new sweatshirt.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/11/Preposition_implausible,gibson2013/transitive_intransitive/11/Transitive_plausible,The dryer shrank the new cotton t-shirt.,del,del,inside,,3,1
gibson2013,gibson2013/transitive_intransitive/11/Preposition_plausible,gibson2013/transitive_intransitive/11/Preposition_plausible,The new cotton t-shirt shrank inside the dryer.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/11/Transitive_implausible,gibson2013/transitive_intransitive/11/Preposition_plausible,The new cotton t-shirt shrank inside the dryer.,ins,ins,,inside,,1
gibson2013,gibson2013/transitive_intransitive/11/Transitive_plausible,gibson2013/transitive_intransitive/11/Transitive_plausible,The dryer shrank the new cotton t-shirt.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/12/Preposition_implausible,gibson2013/transitive_intransitive/12/Transitive_plausible,The chemotherapy shrank the tumor.,del,del,from,,3,1
gibson2013,gibson2013/transitive_intransitive/12/Preposition_plausible,gibson2013/transitive_intransitive/12/Preposition_plausible,The tumor shrank from the chemotherapy.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/12/Transitive_implausible,gibson2013/transitive_intransitive/12/Preposition_plausible,The tumor shrank from the chemotherapy.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/12/Transitive_plausible,gibson2013/transitive_intransitive/12/Transitive_plausible,The chemotherapy shrank the tumor.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/13/Preposition_implausible,gibson2013/transitive_intransitive/13/Transitive_plausible,The hot stove melted the plastic handle.,del,del,from,,4,1
gibson2013,gibson2013/transitive_intransitive/13/Preposition_plausible,gibson2013/transitive_intransitive/13/Preposition_plausible,The plastic handled melted from the hot stove.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/13/Transitive_implausible,gibson2013/transitive_intransitive/13/Preposition_plausible,The plastic handled melted from the hot stove.,multi,sub;ins,handle,handled,2,1
gibson2013,gibson2013/transitive_intransitive/13/Transitive_plausible,gibson2013/transitive_intransitive/13/Transitive_plausible,The hot stove melted the plastic handle.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/14/Preposition_implausible,gibson2013/transitive_intransitive/14/Transitive_plausible,The hot coffee melted the ice cream.,del,del,from,,4,1
gibson2013,gibson2013/transitive_intransitive/14/Preposition_plausible,gibson2013/transitive_intransitive/14/Preposition_plausible,The ice cream melted from the hot coffee.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/14/Transitive_implausible,gibson2013/transitive_intransitive/14/Preposition_plausible,The ice cream melted from the hot coffee.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/14/Transitive_plausible,gibson2013/transitive_intransitive/14/Transitive_plausible,The hot coffee melted the ice cream.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/15/Preposition_implausible,gibson2013/transitive_intransitive/15/Transitive_plausible,The microwave melted the butter.,del,del,inside,,3,1
gibson2013,gibson2013/transitive_intransitive/15/Preposition_plausible,gibson2013/transitive_intransitive/15/Preposition_plausible,The butter melted inside the microwave.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/15/Transitive_implausible,gibson2013/transitive_intransitive/15/Preposition_plausible,The butter melted inside the microwave.,ins,ins,,inside,,1
gibson2013,gibson2013/transitive_intransitive/15/Transitive_plausible,gibson2013/transitive_intransitive/15/Transitive_plausible,The microwave melted the butter.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/16/Preposition_implausible,gibson2013/transitive_intransitive/16/Transitive_plausible,The humidity worsened the eczema.,del,del,from,,3,1
gibson2013,gibson2013/transitive_intransitive/16/Preposition_plausible,gibson2013/transitive_intransitive/16/Preposition_plausible,The eczema worsened from the humidity.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/16/Transitive_implausible,gibson2013/transitive_intransitive/16/Preposition_plausible,The eczema worsened from the humidity.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/16/Transitive_plausible,gibson2013/transitive_intransitive/16/Transitive_plausible,The humidity worsened the eczema.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/17/Preposition_implausible,gibson2013/transitive_intransitive/17/Transitive_plausible,The construction noise worsened the man's hearing.,del,del,from,,4,1
gibson2013,gibson2013/transitive_intransitive/17/Preposition_plausible,gibson2013/transitive_intransitive/17/Preposition_plausible,The man's hearing worsened from the construction noise.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/17/Transitive_implausible,gibson2013/transitive_intransitive/17/Preposition_plausible,The man's hearing worsened from the construction noise.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/17/Transitive_plausible,gibson2013/transitive_intransitive/17/Transitive_plausible,The construction noise worsened the man's hearing.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/18/Preposition_implausible,gibson2013/transitive_intransitive/18/Transitive_plausible,The earthquake shattered the house.,del,del,from,,3,1
gibson2013,gibson2013/transitive_intransitive/18/Preposition_plausible,gibson2013/transitive_intransitive/18/Preposition_plausible,The house shattered from the earthquake.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/18/Transitive_implausible,gibson2013/transitive_intransitive/18/Preposition_plausible,The house shattered from the earthquake.,ins,ins,,from,,1
gibson2013,gibson2013/transitive_intransitive/18/Transitive_plausible,gibson2013/transitive_intransitive/18/Transitive_plausible,The earthquake shattered the house.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/19/Preposition_implausible,gibson2013/transitive_intransitive/19/Transitive_plausible,The oven defrosted the lasagna.,del,del,inside,,3,1
gibson2013,gibson2013/transitive_intransitive/19/Preposition_plausible,gibson2013/transitive_intransitive/19/Preposition_plausible,The lasagna defrosted inside the oven.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/19/Transitive_implausible,gibson2013/transitive_intransitive/19/Preposition_plausible,The lasagna defrosted inside the oven.,ins,ins,,inside,,1
gibson2013,gibson2013/transitive_intransitive/19/Transitive_plausible,gibson2013/transitive_intransitive/19/Transitive_plausible,The oven defrosted the lasagna.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/20/Preposition_implausible,gibson2013/transitive_intransitive/20/Transitive_plausible,The microwave defrosted the broccoli.,del,del,inside,,3,1
gibson2013,gibson2013/transitive_intransitive/20/Preposition_plausible,gibson2013/transitive_intransitive/20/Preposition_plausible,The broccoli defrosted inside the microwave.,none,,,,,1
gibson2013,gibson2013/transitive_intransitive/20/Transitive_implausible,gibson2013/transitive_intransitive/20/Preposition_plausible,The broccoli defrosted inside the microwave.,ins,ins,,inside,,1
gibson2013,gibson2013/transitive_intransitive/20/Transitive_plausible,gibson2013/transitive_intransitive/20/Transitive_plausible,The microwave defrosted the broccoli.,none,,,,,1
