dataset,subset,item_id,condition,stim_uid,sentence_orig,sentence_norm,model_input,context,sentence_id,plausibility,is_grammatical,contrast,intended_uid,intended_text,edit_type,edit_ops,edit_from,edit_to,critical_word_idx,comprehension_q,correct_answer,meta
gibson2013,dopo_to,16,DO_plausible,gibson2013/dopo_to/16/DO_plausible,The host tossed the contestant the microphone.,the host tossed the contestant the microphone .,The host tossed the contestant the microphone.,,61,plausible,,dative,gibson2013/dopo_to/16/DO_plausible,The host tossed the contestant the microphone.,none,,,,,Did the contestant receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/16/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,16,PO_implausible,gibson2013/dopo_to/16/PO_implausible,The host tossed the contestant to the microphone.,the host tossed the contestant to the microphone .,The host tossed the contestant to the microphone.,,62,implausible,,dative,gibson2013/dopo_to/16/DO_plausible,The host tossed the contestant the microphone.,del,del,to,,5,Did the contestant receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/16/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,16,PO_plausible,gibson2013/dopo_to/16/PO_plausible,The host tossed the microphone to the contestant.,the host tossed the microphone to the contestant .,The host tossed the microphone to the contestant.,,63,plausible,,dative,gibson2013/dopo_to/16/PO_plausible,The host tossed the microphone to the contestant.,none,,,,,Did the contestant receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/16/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,17,DO_implausible,gibson2013/dopo_to/17/DO_implausible,The quarterback passed the ball the receiver.,the quarterback passed the ball the receiver .,The quarterback passed the ball the receiver.,,64,implausible,,dative,gibson2013/dopo_to/17/PO_plausible,The quarterback passed the ball to the receiver.,ins,ins,,to,,Did the receiver receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/17/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,17,DO_plausible,gibson2013/dopo_to/17/DO_plausible,The quarterback passed the receiver the ball.,the quarterback passed the receiver the ball .,The quarterback passed the receiver the ball.,,65,plausible,,dative,gibson2013/dopo_to/17/DO_plausible,The quarterback passed the receiver the ball.,none,,,,,Did the receiver receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/17/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,17,PO_implausible,gibson2013/dopo_to/17/PO_implausible,The quarterback passed the receiver to the ball.,the quarterback passed the receiver to the ball .,The quarterback passed the receiver to the ball.,,66,implausible,,dative,gibson2013/dopo_to/17/DO_plausible,The quarterback passed the receiver the ball.,del,del,to,,5,Did the receiver receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/17/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,17,PO_plausible,gibson2013/dopo_to/17/PO_plausible,The quarterback passed the ball to the receiver.,the quarterback passed the ball to the receiver .,The quarterback passed the ball to the receiver.,,67,plausible,,dative,gibson2013/dopo_to/17/PO_plausible,The quarterback passed the ball to the receiver.,none,,,,,Did the receiver receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/17/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,18,DO_implausible,gibson2013/dopo_to/18/DO_implausible,The videostore rented the DVD the customer.,the videostore rented the dvd the customer .,The videostore rented the DVD the customer.,,68,implausible,,dative,gibson2013/dopo_to/18/PO_plausible,The videostore rented the DVD to the customer.,ins,ins,,to,,Did the customer receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/18/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,18,DO_plausible,gibson2013/dopo_to/18/DO_plausible,The videostore rented the customer the DVD.,the videostore rented the customer the dvd .,The videostore rented the customer the DVD.,,69,plausible,,dative,gibson2013/dopo_to/18/DO_plausible,The videostore rented the customer the DVD.,none,,,,,Did the customer receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/18/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,18,PO_implausible,gibson2013/dopo_to/18/PO_implausible,The videostore rented the customer to the DVD.,the videostore rented the customer to the dvd .,The videostore rented the customer to the DVD.,,70,implausible,,dative,gibson2013/dopo_to/18/DO_plausible,The videostore rented the customer the DVD.,del,del,to,,5,Did the customer receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/18/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,18,PO_plausible,gibson2013/dopo_to/18/PO_plausible,The videostore rented the DVD to the customer.,the videostore rented the dvd to the customer .,The videostore rented the DVD to the customer.,,71,plausible,,dative,gibson2013/dopo_to/18/PO_plausible,The videostore rented the DVD to the customer.,none,,,,,Did the customer receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/18/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,19,DO_implausible,gibson2013/dopo_to/19/DO_implausible,The bartender handed the drink the lady.,the bartender handed the drink the lady .,The bartender handed the drink the lady.,,72,implausible,,dative,gibson2013/dopo_to/19/PO_plausible,The bartender handed the drink to the lady.,ins,ins,,to,,Did the lady receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/19/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,19,DO_plausible,gibson2013/dopo_to/19/DO_plausible,The bartender handed the lady the drink.,the bartender handed the lady the drink .,The bartender handed the lady the drink.,,73,plausible,,dative,gibson2013/dopo_to/19/DO_plausible,The bartender handed the lady the drink.,none,,,,,Did the lady receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/19/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,19,PO_implausible,gibson2013/dopo_to/19/PO_implausible,The bartender handed the lady to the drink.,the bartender handed the lady to the drink .,The bartender handed the lady to the drink.,,74,implausible,,dative,gibson2013/dopo_to/19/DO_plausible,The bartender handed the lady the drink.,del,del,to,,5,Did the lady receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/19/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,19,PO_plausible,gibson2013/dopo_to/19/PO_plausible,The bartender handed the drink to the lady.,the bartender handed the drink to the lady .,The bartender handed the drink to the lady.,,75,plausible,,dative,gibson2013/dopo_to/19/PO_plausible,The bartender handed the drink to the lady.,none,,,,,Did the lady receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/19/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,20,DO_implausible,gibson2013/dopo_to/20/DO_implausible,The magician threw the hat the assistant.,the magician threw the hat the assistant .,The magician threw the hat the assistant.,,76,implausible,,dative,gibson2013/dopo_to/20/PO_plausible,The magician threw the hat to the assistant.,ins,ins,,to,,Did the assistant receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/20/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,20,DO_plausible,gibson2013/dopo_to/20/DO_plausible,The magician threw the assistant the hat.,the magician threw the assistant the hat .,The magician threw the assistant the hat.,,77,plausible,,dative,gibson2013/dopo_to/20/DO_plausible,The magician threw the assistant the hat.,none,,,,,Did the assistant receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/20/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_to,20,PO_implausible,gibson2013/dopo_to/20/PO_implausible,The magician threw the assistant to the hat.,the magician threw the assistant to the hat .,The magician threw the assistant to the hat.,,78,implausible,,dative,gibson2013/dopo_to/20/DO_plausible,The magician threw the assistant the hat.,del,del,to,,5,Did the assistant receive something/someone?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/20/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_to,20,PO_plausible,gibson2013/dopo_to/20/PO_plausible,The magician threw the hat to the assistant.,the magician threw the hat to the assistant .,The magician threw the hat to the assistant.,,79,plausible,,dative,gibson2013/dopo_to/20/PO_plausible,The magician threw the hat to the assistant.,none,,,,,Did the assistant receive something/someone?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_to/20/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,1,DO_implausible,gibson2013/dopo_for/1/DO_implausible,The cook baked a cake Lucy.,the cook baked a cake lucy .,The cook baked a cake Lucy.,,80,implausible,,dative,gibson2013/dopo_for/1/PO_plausible,The cook baked a cake for Lucy.,ins,ins,,for,,Was something baked for Lucy?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/1/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,1,DO_plausible,gibson2013/dopo_for/1/DO_plausible,The cook baked Lucy a cake.,the cook baked lucy a cake .,The cook baked Lucy a cake.,,81,plausible,,dative,gibson2013/dopo_for/1/DO_plausible,The cook baked Lucy a cake.,none,,,,,Was something baked for Lucy?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/1/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,1,PO_implausible,gibson2013/dopo_for/1/PO_implausible,The cook baked Lucy for a cake.,the cook baked lucy for a cake .,The cook baked Lucy for a cake.,,82,implausible,,dative,gibson2013/dopo_for/1/DO_plausible,The cook baked Lucy a cake.,del,del,for,,4,Was something baked for Lucy?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/1/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,1,PO_plausible,gibson2013/dopo_for/1/PO_plausible,The cook baked a cake for Lucy.,the cook baked a cake for lucy .,The cook baked a cake for Lucy.,,83,plausible,,dative,gibson2013/dopo_for/1/PO_plausible,The cook baked a cake for Lucy.,none,,,,,Was something baked for Lucy?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/1/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,2,DO_implausible,gibson2013/dopo_for/2/DO_implausible,The bartender poured a drink the customer.,the bartender poured a drink the customer .,The bartender poured a drink the customer.,,84,implausible,,dative,gibson2013/dopo_for/2/PO_plausible,The bartender poured a drink for the customer.,ins,ins,,for,,Was something poured for the customer?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/2/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,2,DO_plausible,gibson2013/dopo_for/2/DO_plausible,The bartender poured the customer a drink.,the bartender poured the customer a drink .,The bartender poured the customer a drink.,,85,plausible,,dative,gibson2013/dopo_for/2/DO_plausible,The bartender poured the customer a drink.,none,,,,,Was something poured for the customer?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/2/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,2,PO_implausible,gibson2013/dopo_for/2/PO_implausible,The bartender poured the customer for a drink.,the bartender poured the customer for a drink .,The bartender poured the customer for a drink.,,86,implausible,,dative,gibson2013/dopo_for/2/DO_plausible,The bartender poured the customer a drink.,del,del,for,,5,Was something poured for the customer?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/2/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,2,PO_plausible,gibson2013/dopo_for/2/PO_plausible,The bartender poured a drink for the customer.,the bartender poured a drink for the customer .,The bartender poured a drink for the customer.,,87,plausible,,dative,gibson2013/dopo_for/2/PO_plausible,The bartender poured a drink for the customer.,none,,,,,Was something poured for the customer?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/2/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,3,DO_implausible,gibson2013/dopo_for/3/DO_implausible,The woman saved a seat her husband.,the woman saved a seat her husband .,The woman saved a seat her husband.,,88,implausible,,dative,gibson2013/dopo_for/3/PO_plausible,The woman saved a seat for her husband.,ins,ins,,for,,Was something saved for the husband?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/3/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,3,DO_plausible,gibson2013/dopo_for/3/DO_plausible,The woman saved her husband a seat.,the woman saved her husband a seat .,The woman saved her husband a seat.,,89,plausible,,dative,gibson2013/dopo_for/3/DO_plausible,The woman saved her husband a seat.,none,,,,,Was something saved for the husband?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/3/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,3,PO_implausible,gibson2013/dopo_for/3/PO_implausible,The woman saved her husband for a seat.,the woman saved her husband for a seat .,The woman saved her husband for a seat.,,90,implausible,,dative,gibson2013/dopo_for/3/DO_plausible,The woman saved her husband a seat.,del,del,for,,5,Was something saved for the husband?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/3/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,3,PO_plausible,gibson2013/dopo_for/3/PO_plausible,The woman saved a seat for her husband.,the woman saved a seat for her husband .,The woman saved a seat for her husband.,,91,plausible,,dative,gibson2013/dopo_for/3/PO_plausible,The woman saved a seat for her husband.,none,,,,,Was something saved for the husband?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/3/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,4,DO_implausible,gibson2013/dopo_for/4/DO_implausible,The grandmother made a quilt her granddaughter.,the grandmother made a quilt her granddaughter .,The grandmother made a quilt her granddaughter.,,92,implausible,,dative,gibson2013/dopo_for/4/PO_plausible,The grandmother made a quilt for her granddaughter.,ins,ins,,for,,Was something made for the granddaughter?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/4/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,4,DO_plausible,gibson2013/dopo_for/4/DO_plausible,The grandmother made her granddaughter a quilt.,the grandmother made her granddaughter a quilt .,The grandmother made her granddaughter a quilt.,,93,plausible,,dative,gibson2013/dopo_for/4/DO_plausible,The grandmother made her granddaughter a quilt.,none,,,,,Was something made for the granddaughter?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/4/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,4,PO_implausible,gibson2013/dopo_for/4/PO_implausible,The grandmother made her granddaughter for a quilt.,the grandmother made her granddaughter for a quilt .,The grandmother made her granddaughter for a quilt.,,94,implausible,,dative,gibson2013/dopo_for/4/DO_plausible,The grandmother made her granddaughter a quilt.,del,del,for,,5,Was something made for the granddaughter?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/4/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,4,PO_plausible,gibson2013/dopo_for/4/PO_plausible,The grandmother made a quilt for her granddaughter.,the grandmother made a quilt for her granddaughter .,The grandmother made a quilt for her granddaughter.,,95,plausible,,dative,gibson2013/dopo_for/4/PO_plausible,The grandmother made a quilt for her granddaughter.,none,,,,,Was something made for the granddaughter?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/4/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,5,DO_implausible,gibson2013/dopo_for/5/DO_implausible,The apprentice fetched a hammer the carpenter.,the apprentice fetched a hammer the carpenter .,The apprentice fetched a hammer the carpenter.,,96,implausible,,dative,gibson2013/dopo_for/5/PO_plausible,The apprentice fetched a hammer for the carpenter.,ins,ins,,for,,Was something fetched for the carpenter?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/5/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,5,DO_plausible,gibson2013/dopo_for/5/DO_plausible,The apprentice fetched the carpenter a hammer.,the apprentice fetched the carpenter a hammer .,The apprentice fetched the carpenter a hammer.,,97,plausible,,dative,gibson2013/dopo_for/5/DO_plausible,The apprentice fetched the carpenter a hammer.,none,,,,,Was something fetched for the carpenter?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/5/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,5,PO_implausible,gibson2013/dopo_for/5/PO_implausible,The apprentice fetched the carpenter for a hammer.,the apprentice fetched the carpenter for a hammer .,The apprentice fetched the carpenter for a hammer.,,98,implausible,,dative,gibson2013/dopo_for/5/DO_plausible,The apprentice fetched the carpenter a hammer.,del,del,for,,5,Was something fetched for the carpenter?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/5/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,5,PO_plausible,gibson2013/dopo_for/5/PO_plausible,The apprentice fetched a hammer for the carpenter.,the apprentice fetched a hammer for the carpenter .,The apprentice fetched a hammer for the carpenter.,,99,plausible,,dative,gibson2013/dopo_for/5/PO_plausible,The apprentice fetched a hammer for the carpenter.,none,,,,,Was something fetched for the carpenter?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/5/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,6,DO_implausible,gibson2013/dopo_for/6/DO_implausible,The secretary ordered some office supplies the boss.,the secretary ordered some office supplies the boss .,The secretary ordered some office supplies the boss.,,100,implausible,,dative,gibson2013/dopo_for/6/PO_plausible,The secretary ordered some office supplies for the boss.,ins,ins,,for,,Was something ordered for the boss?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/6/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,6,DO_plausible,gibson2013/dopo_for/6/DO_plausible,The secretary ordered the boss some office supplies.,the secretary ordered the boss some office supplies .,The secretary ordered the boss some office supplies.,,101,plausible,,dative,gibson2013/dopo_for/6/DO_plausible,The secretary ordered the boss some office supplies.,none,,,,,Was something ordered for the boss?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/6/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,6,PO_implausible,gibson2013/dopo_for/6/PO_implausible,The secretary ordered the boss for some office supplies.,the secretary ordered the boss for some office supplies .,The secretary ordered the boss for some office supplies.,,102,implausible,,dative,gibson2013/dopo_for/6/DO_plausible,The secretary ordered the boss some office supplies.,del,del,for,,5,Was something ordered for the boss?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/6/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,6,PO_plausible,gibson2013/dopo_for/6/PO_plausible,The secretary ordered some office supplies for the boss.,the secretary ordered some office supplies for the boss .,The secretary ordered some office supplies for the boss.,,103,plausible,,dative,gibson2013/dopo_for/6/PO_plausible,The secretary ordered some office supplies for the boss.,none,,,,,Was something ordered for the boss?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/6/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,7,DO_implausible,gibson2013/dopo_for/7/DO_implausible,The wife reserved a table her husband.,the wife reserved a table her husband .,The wife reserved a table her husband.,,104,implausible,,dative,gibson2013/dopo_for/7/PO_plausible,The wife reserved table for her husband.,multi,del;ins,a,,3,Was something reserved for the husband?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/7/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,7,DO_plausible,gibson2013/dopo_for/7/DO_plausible,The wife reserved her husband a table.,the wife reserved her husband a table .,The wife reserved her husband a table.,,105,plausible,,dative,gibson2013/dopo_for/7/DO_plausible,The wife reserved her husband a table.,none,,,,,Was something reserved for the husband?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/7/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,7,PO_implausible,gibson2013/dopo_for/7/PO_implausible,The wife reserved her husband for a table.,the wife reserved her husband for a table .,The wife reserved her husband for a table.,,106,implausible,,dative,gibson2013/dopo_for/7/DO_plausible,The wife reserved her husband a table.,del,del,for,,5,Was something reserved for the husband?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/7/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,7,PO_plausible,gibson2013/dopo_for/7/PO_plausible,The wife reserved table for her husband.,the wife reserved table for her husband .,The wife reserved table for her husband.,,107,plausible,,dative,gibson2013/dopo_for/7/PO_plausible,The wife reserved table for her husband.,none,,,,,Was something reserved for the husband?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/7/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,8,DO_implausible,gibson2013/dopo_for/8/DO_implausible,The father bought a bicycle his son.,the father bought a bicycle his son .,The father bought a bicycle his son.,,108,implausible,,dative,gibson2013/dopo_for/8/PO_plausible,The father bought a bicycle for his son.,ins,ins,,for,,Was something bought for the son?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/8/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,8,DO_plausible,gibson2013/dopo_for/8/DO_plausible,The father bought his son a bicycle.,the father bought his son a bicycle .,The father bought his son a bicycle.,,109,plausible,,dative,gibson2013/dopo_for/8/DO_plausible,The father bought his son a bicycle.,none,,,,,Was something bought for the son?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/8/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,8,PO_implausible,gibson2013/dopo_for/8/PO_implausible,The father bought his son for a bicycle.,the father bought his son for a bicycle .,The father bought his son for a bicycle.,,110,implausible,,dative,gibson2013/dopo_for/8/DO_plausible,The father bought his son a bicycle.,del,del,for,,5,Was something bought for the son?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/8/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,8,PO_plausible,gibson2013/dopo_for/8/PO_plausible,The father bought a bicycle for his son.,the father bought a bicycle for his son .,The father bought a bicycle for his son.,,111,plausible,,dative,gibson2013/dopo_for/8/PO_plausible,The father bought a bicycle for his son.,none,,,,,Was something bought for the son?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/8/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,9,DO_implausible,gibson2013/dopo_for/9/DO_implausible,The charity built a house the hurricane victim.,the charity built a house the hurricane victim .,The charity built a house the hurricane victim.,,112,implausible,,dative,gibson2013/dopo_for/9/PO_plausible,The charity built a house for the hurricane victim.,ins,ins,,for,,Was something built for the hurricane victim?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/9/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,9,DO_plausible,gibson2013/dopo_for/9/DO_plausible,The charity built the hurricane victim a house.,the charity built the hurricane victim a house .,The charity built the hurricane victim a house.,,113,plausible,,dative,gibson2013/dopo_for/9/DO_plausible,The charity built the hurricane victim a house.,none,,,,,Was something built for the hurricane victim?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/9/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,9,PO_implausible,gibson2013/dopo_for/9/PO_implausible,The charity built the hurricane victim for a house.,the charity built the hurricane victim for a house .,The charity built the hurricane victim for a house.,,114,implausible,,dative,gibson2013/dopo_for/9/DO_plausible,The charity built the hurricane victim a house.,del,del,for,,6,Was something built for the hurricane victim?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/9/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,9,PO_plausible,gibson2013/dopo_for/9/PO_plausible,The charity built a house for the hurricane victim.,the charity built a house for the hurricane victim .,The charity built a house for the hurricane victim.,,115,plausible,,dative,gibson2013/dopo_for/9/PO_plausible,The charity built a house for the hurricane victim.,none,,,,,Was something built for the hurricane victim?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/9/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,10,DO_implausible,gibson2013/dopo_for/10/DO_implausible,The waitress fixed a sandwich the customer.,the waitress fixed a sandwich the customer .,The waitress fixed a sandwich the customer.,,116,implausible,,dative,gibson2013/dopo_for/10/PO_plausible,The waitress fixed a sandwich for the customer.,ins,ins,,for,,Was something fixed for the customer?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/10/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,10,DO_plausible,gibson2013/dopo_for/10/DO_plausible,The waitress fixed the customer a sandwich.,the waitress fixed the customer a sandwich .,The waitress fixed the customer a sandwich.,,117,plausible,,dative,gibson2013/dopo_for/10/DO_plausible,The waitress fixed the customer a sandwich.,none,,,,,Was something fixed for the customer?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/10/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,10,PO_implausible,gibson2013/dopo_for/10/PO_implausible,The waitress fixed the customer for a sandwich.,the waitress fixed the customer for a sandwich .,The waitress fixed the customer for a sandwich.,,118,implausible,,dative,gibson2013/dopo_for/10/DO_plausible,The waitress fixed the customer a sandwich.,del,del,for,,5,Was something fixed for the customer?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/10/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,10,PO_plausible,gibson2013/dopo_for/10/PO_plausible,The waitress fixed a sandwich for the customer.,the waitress fixed a sandwich for the customer .,The waitress fixed a sandwich for the customer.,,119,plausible,,dative,gibson2013/dopo_for/10/PO_plausible,The waitress fixed a sandwich for the customer.,none,,,,,Was something fixed for the customer?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/10/PO_plausible"", ""structure"": ""PO"", ""type"": ""Target""}"
gibson2013,dopo_for,11,DO_implausible,gibson2013/dopo_for/11/DO_implausible,The grandmother baked some cookies the grandson.,the grandmother baked some cookies the grandson .,The grandmother baked some cookies the grandson.,,120,implausible,,dative,gibson2013/dopo_for/11/PO_plausible,The grandmother baked some cookies for the grandson.,ins,ins,,for,,Was something baked for the cookies?,Yes,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/11/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
gibson2013,dopo_for,11,DO_plausible,gibson2013/dopo_for/11/DO_plausible,The grandmother baked the grandson some cookies.,the grandmother baked the grandson some cookies .,The grandmother baked the grandson some cookies.,,121,plausible,,dative,gibson2013/dopo_for/11/DO_plausible,The grandmother baked the grandson some cookies.,none,,,,,Was something baked for the cookies?,No,"{""same_structure_plausible_uid"": ""gibson2013/dopo_for/11/DO_plausible"", ""structure"": ""DO"", ""type"": ""Target""}"
